cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name	-0.28441414	1.0	0.19544967	4	19257
!/punct	-0.47357088	6.0	0.2932247	32	142029
"""/punct"	-0.43430454	215.0	-0.33587855	591	4844510
&/name			-1.103527	3	52896
&/punct			-0.31235096	1	8058
'/punct	0.09527309	206.0	0.12125507	526	2720890
'68'ers/noun	7.0059114	1.0	6.087325	1	13
'68/noun			2.3048851	1	574
'80/num			1.9315416	2	1666
'90/num			1.4094764	1	1406
's/adv	0.14394449	5.0	-0.07651443	10	62265
't/name			-0.02597142	3	17963
(/punct	-0.6287963	101.0	-0.53516513	272	2759129
)/punct	-0.6686353	95.0	-0.49331287	281	2758869
)/tag	1.299856	1.0	0.3903218	1	3950
*/tag	-0.12550694	7.0	0.15751775	22	117193
*Electric/noun			8.652274	1	1
*Meer/noun			4.100505	2	199
,/name			-1.4607811	1	24958
,/punct	0.37994263	1842.0	0.25312093	4042	18092245
--/punct	0.28722858	7.0	-0.054416038	12	75440
-/punct	0.19528845	89.0	0.025621932	186	1059446
-De/noun	3.4234614	1.0	2.5137916	1	474
-elk/noun			7.042836	1	5
-etser/noun			8.652274	1	1
-producten/noun			5.5818987	1	22
-rijst/name			8.652274	1	1
-rood/noun	8.472249	1.0	7.553662	1	3
-ruiten/noun			1.3616405	1	1519
-sjaaltjes/noun	7.961423	1.0	7.042836	1	5
-vrouwen/noun	4.0295973	1.0	3.1226468	1	256
..../punct			0.65194154	2	6065
.../punct	-0.86275846	3.0	0.22174874	22	103573
../punct	1.0034262	1.0	0.78856534	2	5416
./punct	-0.055640396	1827.0	-0.016977621	4736	28225482
.Sissi/noun			7.959127	1	2
//name			-0.04720712	2	13088
//punct	0.25071645	4.0	0.05253499	8	45910
0,33/num	4.881809	1.0	3.9747834	1	109
0,4/num			0.8748169	1	2426
0,68/num			4.3625	1	74
0,99/num			3.76343	1	136
00.00/num			3.0846934	1	273
0039-199139139/name	8.877714	1.0	7.959127	1	2
010-4419471/475/num			8.652274	1	1
015-61.18.99/num			8.652274	1	1
02-345.24.04/num			7.622655	1	3
03/233/num			5.27128	1	32
038-4218500/num			6.8605146	1	6
04/02/num			6.3853164	1	10
053/80.54.68/num	9.570861	1.0	8.652274	1	1
053/80.62.08/num			7.7359834	1	3
056-60.79.05/num			6.9030743	1	7
1,5/num			-0.61732507	1	10787
1,7/num			0.27006498	1	4438
1,99/num			3.6218364	1	156
1-0/num			-1.6962628	1	31566
1-1/noun			-0.697193	1	11709
1.0/num			5.0494976	1	37
1.250/num	2.679235	1.0	1.7759581	1	989
1.329/num			6.0167947	1	14
1.500/num			-0.17287408	1	6921
1.692/num	7.3736362	1.0	6.4775224	1	9
1.896/num			6.0422044	1	14
1/name			-2.2549086	1	56531
1/noun	-0.8737529	2.0	-1.3707407	3	69141
1/num			-0.92824936	8	118827
10-14/num			3.3403006	1	204
10/noun			-1.2981637	1	21393
10/num	-1.8441582	1.0	-1.3658569	4	91258
100.000/num			-0.6237134	1	10904
100/adj	3.4866462	1.0	2.5786538	1	440
100/num	-0.40769646	2.0	-0.6216381	4	43355
1000/num			-0.3594383	1	8407
106/name	3.931617	1.0	3.713314	2	282
11/noun			-1.1492968	2	36830
11/num	-1.0356097	1.0	-0.55770475	4	40771
110/num			1.0489748	3	6110
12,77/num	6.4353666	1.0	5.523323	1	23
12-16u/noun	6.105125	1.0	5.1881022	1	32
12.000/num			0.5491128	1	3362
12/name			-0.031619076	1	5996
12/noun			-0.46697822	2	18653
12/num			-0.6806995	5	57411
123/num	2.2530677	1.0	1.343698	1	1516
13-18u./noun			2.851214	1	338
13-jarig/adj	3.9958591	1.0	3.0962188	1	271
13-jarige/adj	2.4017034	1.0	1.4959806	1	1328
13.000/num	2.8827398	2.0	1.9761044	2	1623
13/noun	-0.3632104	1.0	0.11838624	4	20739
13/num			-0.31965786	5	40176
135/num	1.6980247	1.0	0.7882002	1	2636
1379/noun			6.706364	1	7
1399-1482/num			7.959127	1	2
13de/num			1.1855892	1	1791
14-17/num			3.4479928	1	189
14.000/num			1.3418244	1	1526
14/noun	-0.5451793	1.0	-1.4505947	1	24865
14/num			-1.4196303	2	48120
140/num	0.8112118	1.0	-0.09699841	1	6410
144/num			1.3695475	1	1482
1493/noun			5.819061	1	17
14de/num	2.05334	1.0	1.1465346	1	1856
15-jarige/adj			1.0795655	1	2009
15.00/num	1.1979712	1.0	0.29213265	1	4367
15.000/num			-0.041867714	1	6093
15/num	-0.839576	2.0	-1.0549892	4	66844
150/num			-0.65022814	2	22300
1500/num	0.84336627	1.0	0.6287301	2	6208
151ste/num	6.4798183	1.0	5.5612316	1	22
1543/noun	5.5888457	1.0	4.678216	1	54
1595/noun			4.722411	1	51
16-jarige/adj	2.3084953	2.0	1.4039124	2	2896
16/num			-0.5482695	4	40303
1646/noun	5.7422194	1.0	4.830176	1	46
1647/num			6.013217	1	14
1650/noun			3.3716118	1	199
1651/noun			4.933836	1	42
1661/noun	5.5888457	1.0	4.6772766	1	54
1695-1754/num			7.352991	3	11
16de-eeuws/adj			5.3182855	1	29
16de/num	1.7710052	1.0	0.8637726	1	2459
17/noun	-0.5031866	1.0	-0.30833468	3	23878
17/num	-0.97000676	1.0	-1.1851189	2	38139
1730/noun			4.5147104	1	63
175/num	1.7369635	1.0	0.8299698	1	2537
1750/num			2.90831	1	320
1752-1815/num			8.652274	1	1
1770-1829/num			8.652274	1	1
17de-eeuwse/adj			2.130255	1	691
18.153/num			7.042836	1	5
18/num			-1.3576443	2	45254
180/num			-0.12021207	1	6553
1821/noun	4.94344	1.0	4.0351753	1	103
1847/noun	4.3813825	1.0	3.4654472	1	180
1848-1888/num			8.652274	1	1
1880/noun			2.2874374	1	587
1886/noun			2.6645668	1	402
1889/noun			3.1761246	2	483
1890/noun	2.9643795	1.0	2.7462995	2	743
1894/noun	3.6661804	1.0	2.752925	1	368
1895-1978/num			7.959127	1	2
19,90/num			3.2046752	1	240
19.00/num			0.66063124	1	3042
19.03-19.32u./noun	8.877714	1.0	7.959127	1	2
19.03/num	5.3983984	1.0	4.496521	1	68
19.30/num			0.561198	1	3340
19.32-20.02u./noun			8.652274	1	1
19.32/noun			6.349689	1	10
19.32/num	6.7230487	3.0	6.5270233	6	54
19/noun			-1.3791842	1	23205
1914/noun	2.229377	1.0	1.3169663	1	1547
1917/noun			1.48767	1	1306
1920/noun			1.2709593	1	1617
1924/noun			1.5925708	1	1178
1927/noun			1.4358218	1	1377
1932/name			5.7131124	1	19
1933/noun			1.7504114	2	2008
1936/noun			1.0474296	1	2030
1937/noun			1.824618	2	1863
1940-1945/name	5.489095	1.0	4.597884	1	60
1940/noun			0.5453377	1	3349
1942/noun			0.96898574	1	2192
1945/noun			0.17409223	1	4856
1946/noun	1.7750086	1.0	1.5569197	2	2444
1950/noun			0.57313657	1	3260
1951/noun			1.6116503	2	2312
1952/num			2.8864565	1	324
1954-1986/num			7.553662	1	3
1954/num			2.765476	1	366
1955/noun			0.9190506	1	2309
1957/num			2.819366	1	346
1958/noun			0.6132782	1	3143
1963/noun	2.1194015	2.0	1.2081718	2	3456
1964/noun			0.50218165	1	3496
1965/noun			0.44691926	1	3701
1967/noun			0.8803535	2	4799
1967/num			2.3086574	1	576
1969/noun			0.38112232	1	3951
1970/noun			0.067058034	1	5409
1972/noun	1.0679948	1.0	0.15638645	1	4944
