_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
hachelijk.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.19794110917974142	-0.32404293175219284	NA	NA	BOW	bound	363	lex	10_10	1	weight	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.662981845494336	-0.4588070218118485	NA	NA	BOW	bound	363	lex	10_10	1	weight	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.0038131606623378373	-0.2710761603619042	NA	NA	BOW	bound	363	lex	10_10	1	weight	FOC	278	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	0.013782232763183981	-0.2884373808932696	NA	NA	BOW	bound	363	lex	10_10	1	weight	FOC	363	all	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	0.2886968769485706	-0.4036150934298507	NA	NA	BOW	bound	363	lex	10_10	1	selection	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.39977738854593514	-0.7382802485249708	NA	NA	BOW	bound	363	lex	10_10	1	selection	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.4304846836747719	-0.33377748684621295	NA	NA	BOW	bound	363	lex	10_10	1	selection	FOC	278	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.4293886844986299	-0.3220192088535302	NA	NA	BOW	bound	363	lex	10_10	1	selection	FOC	363	all	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.7184612592723698	-0.6772931092049176	NA	NA	BOW	bound	757	lex	10_10	1	no	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.11009059448667934	-1.2609899672967906	NA	NA	BOW	bound	757	lex	10_10	1	no	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.8754507726168846	-0.6486689876883817	NA	NA	BOW	bound	757	lex	10_10	1	no	FOC	582	nav	4_4	239	hachelijk
hachelijk.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.8861871054038715	-0.6256852101354948	NA	NA	BOW	bound	757	lex	10_10	1	no	FOC	757	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.13858978801962551	0.020655442207649095	NA	NA	BOW	bound	492	all	10_10	1	weight	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.7701999402706712	0.29721064676190223	NA	NA	BOW	bound	492	all	10_10	1	weight	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.09116676409522347	-0.07164952453654985	NA	NA	BOW	bound	492	all	10_10	1	weight	FOC	278	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	0.09554736164460628	-0.060264218718976824	NA	NA	BOW	bound	492	all	10_10	1	weight	FOC	492	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.7639752436035863	0.40759217240411794	NA	NA	BOW	bound	492	all	10_10	1	selection	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.10688574685654394	1.3111485548442876	NA	NA	BOW	bound	492	all	10_10	1	selection	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.8135524398915603	0.11389824458428108	NA	NA	BOW	bound	492	all	10_10	1	selection	FOC	278	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.7659558650056857	0.1564760551210022	NA	NA	BOW	bound	492	all	10_10	1	selection	FOC	492	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	1.475376989204236	0.5461677762848202	NA	NA	BOW	bound	1008	all	10_10	1	no	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.4552303370503712	1.978014215492022	NA	NA	BOW	bound	1008	all	10_10	1	no	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	1.5685120013926743	0.18060207974248593	NA	NA	BOW	bound	1008	all	10_10	1	no	FOC	582	nav	4_4	239	hachelijk
hachelijk.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	1.5949279460318022	0.26785347191417846	NA	NA	BOW	bound	1008	all	10_10	1	no	FOC	1008	all	4_4	239	hachelijk
hachelijk.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.22281708095620217	-0.31678761404921124	NA	NA	BOW	bound	320	lex	5_5	1	weight	5000	5000	nav	4_4	239	hachelijk
hachelijk.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.6668295951910717	-0.44132896919066134	NA	NA	BOW	bound	320	lex	5_5	1	weight	5000	5000	all	4_4	239	hachelijk
hachelijk.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.04047450542827404	-0.27212882624109036	NA	NA	BOW	bound	320	lex	5_5	1	weight	FOC	242	nav	4_4	239	hachelijk
