_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
schaal.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.0187029029729044	-0.8052805564745971	LEMMAPATH2	NA	NA	LEMMAPATH	392	no	NA	NA	5000	all	317	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.063241085319265	-0.7350739593164477	LEMMAPATH2	NA	NA	LEMMAPATH	392	no	NA	NA	5000	nav	317	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.8620400519538597	-0.4694232588779628	LEMMAPATH2	NA	NA	LEMMAPATH	392	no	NA	NA	FOC	all	317	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.9458126042283168	-0.631863325451983	LEMMAPATH2	NA	NA	LEMMAPATH	392	no	NA	NA	FOC	nav	317	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.9862012156608936	-0.43365090525167466	LEMMAPATH2	NA	NA	LEMMAPATH	263	selection	NA	NA	5000	all	316	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.0228159200237683	-0.4281317772701867	LEMMAPATH2	NA	NA	LEMMAPATH	263	selection	NA	NA	5000	nav	316	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.8171972338968017	-0.2673294477143462	LEMMAPATH2	NA	NA	LEMMAPATH	263	selection	NA	NA	FOC	all	316	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9191194057848509	-0.3625045107631906	LEMMAPATH2	NA	NA	LEMMAPATH	263	selection	NA	NA	FOC	nav	316	1	schaal.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.205698100376505	0.5542082159177044	LEMMAPATH2	NA	NA	LEMMAPATH	263	weight	NA	NA	5000	all	316	2	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.1510189805053392	0.5201857326820775	LEMMAPATH2	NA	NA	LEMMAPATH	263	weight	NA	NA	5000	nav	316	2	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-1.051331430062138	0.4499686319510037	LEMMAPATH2	NA	NA	LEMMAPATH	263	weight	NA	NA	FOC	all	316	2	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-1.076028482000241	0.49294660855548383	LEMMAPATH2	NA	NA	LEMMAPATH	263	weight	NA	NA	FOC	nav	316	2	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-0.04278988243416775	-1.2116070435890207	LEMMAPATH3	NA	NA	LEMMAPATH	693	no	NA	NA	5000	all	317	3	schaal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-0.0935584888209168	-1.0346563575750731	LEMMAPATH3	NA	NA	LEMMAPATH	693	no	NA	NA	5000	nav	317	3	schaal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	0.21307037693900513	-0.846910074962394	LEMMAPATH3	NA	NA	LEMMAPATH	693	no	NA	NA	FOC	all	317	3	schaal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav
schaal.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	0.16873450041594215	-0.8514004204511909	LEMMAPATH3	NA	NA	LEMMAPATH	693	no	NA	NA	FOC	nav	317	3	schaal.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav
