_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
herinneren.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-0.9634980826801616	-0.850567149857507	LEMMAPATH2	NA	NA	LEMMAPATH	557	no	NA	NA	5000	all	238	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.041731173767449	-0.8405369017515552	LEMMAPATH2	NA	NA	LEMMAPATH	557	no	NA	NA	5000	nav	238	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.8664796546963478	-0.9306707230526152	LEMMAPATH2	NA	NA	LEMMAPATH	557	no	NA	NA	FOC	all	238	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.9449681547022636	-0.9879382872281016	LEMMAPATH2	NA	NA	LEMMAPATH	557	no	NA	NA	FOC	nav	238	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.8222638756133158	-0.11122690453544588	LEMMAPATH2	NA	NA	LEMMAPATH	276	selection	NA	NA	5000	all	237	2	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herinneren.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.9111537105029056	-0.135783202225888	LEMMAPATH2	NA	NA	LEMMAPATH	276	selection	NA	NA	5000	nav	237	2	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herinneren.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.6474633862251443	-0.1323063425139247	LEMMAPATH2	NA	NA	LEMMAPATH	276	selection	NA	NA	FOC	all	237	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.6384765101920878	-0.19597895110637636	LEMMAPATH2	NA	NA	LEMMAPATH	276	selection	NA	NA	FOC	nav	237	1	herinneren.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
herinneren.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.5035708558836487	0.02047721045529103	LEMMAPATH2	NA	NA	LEMMAPATH	276	weight	NA	NA	5000	all	237	2	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
herinneren.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.5617354139819353	0.03204837832873229	LEMMAPATH2	NA	NA	LEMMAPATH	276	weight	NA	NA	5000	nav	237	2	herinneren.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
