_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
hoekig.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-2.0382613054022194	-0.4985967954093501	LEMMAPATH2	NA	NA	LEMMAPATH	421	no	NA	NA	5000	all	264	1	hoekig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
hoekig.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.9569458114676417	-0.4347997749381847	LEMMAPATH2	NA	NA	LEMMAPATH	421	no	NA	NA	5000	nav	264	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.421719445016537	-0.04874537111326194	LEMMAPATH2	NA	NA	LEMMAPATH	421	no	NA	NA	FOC	all	264	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.3920877638932592	0.02650868941509529	LEMMAPATH2	NA	NA	LEMMAPATH	421	no	NA	NA	FOC	nav	264	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.6018730200477718	-0.32078297006957956	LEMMAPATH2	NA	NA	LEMMAPATH	326	selection	NA	NA	5000	all	258	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.5731704810495035	-0.2966028525684186	LEMMAPATH2	NA	NA	LEMMAPATH	326	selection	NA	NA	5000	nav	258	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-1.2596559329721608	-0.03848899615602753	LEMMAPATH2	NA	NA	LEMMAPATH	326	selection	NA	NA	FOC	all	258	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-1.2355610624950155	0.01523041264265441	LEMMAPATH2	NA	NA	LEMMAPATH	326	selection	NA	NA	FOC	nav	258	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
hoekig.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.1546271685592815	0.3380487956396912	LEMMAPATH2	NA	NA	LEMMAPATH	326	weight	NA	NA	5000	all	258	1	hoekig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
hoekig.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.2128282311931642	0.332102248762219	LEMMAPATH2	NA	NA	LEMMAPATH	326	weight	NA	NA	5000	nav	258	1	hoekig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav
hoekig.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-1.2005078612413438	0.4733892702721553	LEMMAPATH2	NA	NA	LEMMAPATH	326	weight	NA	NA	FOC	all	258	2	hoekig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
