cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name	-0.072770126	1.0	0.6362234	5	19257
!/punct	-0.66739196	4.0	0.040851224	20	142029
"""/punct"	0.88827854	653.0	0.6553319	1281	4844510
&/name	-1.0854895	1.0	-0.5982147	4	52896
&L/name			6.6671395	1	10
'/punct	0.3213752	209.0	0.19826742	457	2720890
'11-Verdieping/noun	9.782505	1.0	8.8699045	1	1
'98/noun			1.0121143	1	2605
's-Gravesande/name	5.2716455	1.0	4.3723197	1	91
's/adv	-1.2538494	1.0	-0.36970988	6	62265
's/det	0.46846914	1.0	-0.43122682	1	11206
't/name	-0.00723287	1.0	0.19165875	3	17963
(/punct	-0.9379282	60.0	-0.7642817	174	2759129
)/punct	-0.8519851	64.0	-0.7378876	177	2758869
**/num			2.646634	1	530
*/tag	-0.7611608	3.0	-0.636453	8	117193
,/name			0.14314345	4	24958
,/punct	0.26816675	1333.0	0.06652224	2698	18092245
--/punct	-0.7538904	2.0	-0.37578237	7	75440
-/punct	-0.038652636	57.0	-0.22890438	116	1059446
-bevrouwing/noun			8.8699045	1	1
-land/verb			8.8699045	1	1
-zijn/noun	5.0386605	1.0	4.1319532	1	115
......./num			4.646727	1	71
.../punct	-0.14028883	5.0	0.05638665	15	103573
...?/num			2.4128208	1	657
../punct	1.2150702	1.0	1.0061955	2	5416
./punct	0.36069667	2242.0	0.14820282	4494	28225482
//name			0.57588816	3	13088
//punct	-0.92393386	1.0	-0.19983847	5	45910
0,1/adj			5.732239	1	24
0,1/num			1.2335625	1	2099
0,7/num			1.141995	1	2306
0-0/noun			0.6485734	1	3803
0-2/num			-0.6163503	1	13333
0/name			-0.6540123	1	13863
0/noun	2.3824954	1.0	1.4891812	1	1668
0/num			-1.9193559	1	49075
00/num			1.8902937	1	1118
050-63.03.00/num			7.933811	1	3
072/num			5.7065415	1	27
0800.20.20.07/num			8.176757	1	2
1,06/num			3.7546089	1	171
1,1/num			0.51707894	1	4322
1,3/num			0.22673963	1	5767
1,6/num	1.3091592	1.0	1.1018682	2	4810
1,83/num			3.7250297	1	174
1,84/num			3.9543128	1	139
1-'S-HERENELDEREN/name			8.8699045	1	1
1-0/num			-1.4786327	1	31566
1-0_zege/noun			4.1236687	1	116
1-1/noun			-0.47956288	1	11709
1-1/num	1.1186606	2.0	0.61850137	3	11643
1-2/num			0.22047321	1	5792
