cw	pmi_4	raw_4	pmi_10	raw_10	freq
!./num	3.1444314	1.0	2.9304876	2	267
!/name			-0.25295284	6	19257
!/punct	0.6842009	45.0	0.664969	109	142029
"""/punct"	-0.102458596	706.0	-0.0973574	1762	4844510
&/name			-2.3628597	2	52896
&/punct	0.4268305	2.0	-0.067606285	3	8058
&Company/name			4.1687465	1	39
&King/name			6.412112	1	4
&NOC*/name			7.1052594	1	2
&roll/noun			3.7947164	1	55
&tapenade/name			7.7984066	1	1
&wicked/noun			7.7984066	1	1
'/punct	0.30719534	600.0	0.11848038	1232	2720890
'40-'45/num	4.014386	1.0	3.1107352	1	110
'50/num	2.0888348	1.0	2.27828	3	756
'59/noun	4.8850884	1.0	3.9763083	1	46
'80/noun	3.7123034	1.0	2.7995067	1	149
'85/noun			2.3484418	1	234
'89/noun	3.461129	2.0	2.5480986	2	383
'93/noun	2.9136906	2.0	2.003109	2	662
'99/noun			-0.0067419065	1	2518
'afscheids'_boekje/noun			7.7984066	1	1
'funkytown'_nostalgie/noun	8.71373	1.0	7.7984066	1	1
'kern'_flesje/noun			7.7984066	1	1
'o/noun	4.7529163	1.0	3.8375936	1	53
's/adv	0.7684178	22.0	0.95668757	66	62265
's/det	-0.6003061	1.0	-0.11643024	4	11206
't/adj			1.9286861	1	358
't/name			-0.36901343	5	17963
(/punct	-0.66732603	229.0	-0.5995732	599	2759129
(voetbal)hangijzers/noun	8.71373	1.0	7.7984066	1	1
(vrouwen)vredesgroepen/noun			7.7984066	1	1
)/noun	0.97197884	1.0	0.7567107	2	2313
)/punct	-0.8592876	185.0	-0.61734796	583	2758869
)/tag	0.44272476	1.0	-0.46354583	1	3950
***/num	1.1334126	1.0	0.22567223	1	2003
*/name			1.7183591	5	2286
*/noun			1.1503941	1	842
*/tag	-0.6259633	10.0	0.06275527	47	117193
+/prep			-0.43042755	4	15336
+32/num	5.381525	1.0	4.4662023	1	28
,/name			-1.6215016	2	24958
,/punct	0.06695206	3174.0	0.031845447	7609	18092245
-(Speaker's/name			7.7984066	1	1
--/name			1.4974374	1	552
--/punct	0.47991943	20.0	0.45695728	47	75440
-/name			-1.9857764	2	36107
-/num			-2.0691946	1	19634
-/punct	-0.014680738	170.0	-0.030544775	413	1059446
-1994/num			6.6997943	1	3
-32/num			4.927671	1	18
-57,8gradenC/noun			7.7984066	1	1
-70/num	3.500834	1.0	2.5911088	1	184
-Appels/name			7.7984066	1	1
-De/name			1.5930412	3	1530
-Het/name	2.4047208	1.0	1.5012974	1	563
-Hitterecords/det			7.7984066	1	1
-In/name			2.3966305	1	230
-Na/name	4.183822	1.0	3.272821	1	93
-Villa/noun	8.71373	1.0	7.7984066	1	1
-West-Europa/name			7.7984066	1	1
-de/noun	2.433568	1.0	1.5245867	1	534
-een/noun			1.7015691	1	447
-er/name	7.104292	1.0	6.2297907	1	5
-goed/noun	6.228823	1.0	5.3135	1	12
-heb/verb			3.180814	1	102
-hetgeen/noun	7.104292	1.0	6.1889687	1	5
-in/noun	2.8636847	1.0	1.9568933	1	348
-ismes/noun			6.6997943	1	3
-liefhebbers/noun			4.4679894	1	28
-nog/noun			3.6745033	1	62
-oplage/name			7.7984066	1	1
-paprikavormig/adj			7.7984066	1	1
-sap/noun			5.3345532	1	12
-smijt/verb			7.7984066	1	1
-spandiensten/noun	8.71373	1.0	7.7984066	1	1
-sta/verb			4.192909	1	37
-verwerking/noun	4.7317142	1.0	3.817791	1	54
-voor/noun	4.089983	1.0	3.1793337	1	102
-wie/noun	6.5165052	1.0	5.617989	1	9
..!/name	6.9219704	1.0	6.006647	1	6
....../punct			2.2585166	1	267
..../punct	0.012986478	1.0	0.20353904	3	6065
.../name			0.6483721	2	2586
.../punct	0.40037382	25.0	0.30219033	56	103573
../punct			-0.75844944	1	5416
./name			-0.18183935	1	3011
./punct	-0.04182874	4365.0	0.04146799	11793	28225482
.353/num			7.1052594	1	2
//name			-0.49560964	3	13088
//punct	0.40518612	11.0	0.6157334	33	45910
0,04/num			3.043094	1	118
0,2/num	0.8105028	1.0	-0.092101015	1	2720
0,5%/num			3.3125832	1	91
0,5/num	0.5792254	1.0	-0.32555133	1	3424
0,7/num			0.07049718	1	2306
0,76/num			3.3557553	1	85
0-0_gelijkspel/noun			3.0582685	1	116
0-1/num			-1.472876	2	21461
0-100/num			2.5734668	1	187
0-2/num			-1.6878481	1	13333
0-4/num			-0.17455922	1	2942
0/num			-2.9908535	1	49075
0056903837/name	8.71373	1.0	7.7984066	1	1
013/32.17.93/num			4.605875	1	27
04/name	0.92650324	1.0	0.024833236	1	2436
0486/68.45.75/num			7.7984066	1	1
051/31.79.61/num			7.183221	1	2
06-sekslijnen/noun	6.7678194	1.0	5.888864	1	7
0800-30201/num			4.5795307	1	30
083682/name			7.7984066	1	1
09-225.18.60/num			3.8149936	1	61
09.32u./noun	8.71373	1.0	7.7984066	1	1
1,2/num	-0.1923588	1.0	-0.40205318	2	7412
1,4/num			-0.6800353	1	4888
1,5/num	1.0415652	5.0	0.32056677	6	10787
1,6/num			-0.6627769	1	4810
1,75/num	1.6488638	1.0	0.7453829	1	1175
1-0/num			-2.5501304	1	31566
1-2/noun			-0.9235217	1	6250
1-2/num	0.056839723	1.0	0.24758771	3	5792
1-6/num			0.45213842	1	1565
1.000/num	-0.36514863	1.0	0.11651195	4	8825
1.050.000/num			4.7634535	1	21
1.100/num			0.60569805	1	1359
1.125/num	5.4202104	2.0	4.5090723	2	54
1.17.8/num	8.71373	1.0	7.7984066	1	1
1.200/num	0.73088664	1.0	-0.17442136	1	2952
1.258/num			4.6629124	1	23
1.297/num			5.4958215	1	10
1.300/num	1.3484704	1.0	1.5411223	3	1598
1.384.029/num			7.7984066	1	1
1.400/num			0.46133956	1	1562
1.577.000/num	7.3274355	1.0	6.412112	1	4
1.650/num	3.4204247	1.0	3.2193239	2	202
1.70/num			3.5484838	1	71
1.Nederland/noun			7.7984066	1	1
1/2/adj			4.8026743	1	20
1/4/num	2.844786	1.0	2.629771	2	355
1/name			-3.108776	1	56531
1/noun	-2.4240313	1.0	-0.92532533	11	69141
1/num	0.21882465	24.0	0.2815762	63	118827
10,-/num			4.2316947	1	38
10,8/num			1.6808603	1	464
10-8/noun			2.2755468	1	254
10.000/num			0.60490495	10	13558
