met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
median	0.07531669085795967	0.07882391499243417	0.07703040227390007	herinneren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds	1	1	1
single	0.04442678484166814	0.23504100083514862	0.07472858417498612	herinneren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	tsne.20	3	19	1
average	0.04173360550514433	0.3115162272330875	0.07360623632866915	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds	2	2	1
single	0.04818438486121477	0.1411554559984592	0.07184424351693455	herinneren.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds	1	83	2
average	0.044433170492751466	0.15609606170992832	0.06917538003829858	herinneren.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds	1	9	2
single	0.04010450665200149	0.21217388147893643	0.067458246456978	herinneren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	4	21	3
single	0.037482405450092716	0.27345058899199726	0.06592793965500915	herinneren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	tsne.50	5	8	4
single	0.035861273885311594	0.2185801855334302	0.061613888846757545	herinneren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	6	20	5
single	0.04780518378895561	0.0809499361384396	0.0601114204543402	herinneren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	tsne.10	2	247	6
single	0.03543076317472583	0.18547025909483472	0.059495902358706644	herinneren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	tsne.50	7	35	7
single	0.031898173495067905	0.4153082715350721	0.05924590509186273	herinneren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds	12	1	8
single	0.031898173495067905	0.4153082715350721	0.05924590509186273	herinneren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds	13	2	9
single	0.031898173495067905	0.4153082715350721	0.05924590509186273	herinneren.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds	14	3	10
single	0.0328883389938371	0.23993485905827794	0.057847419409252816	herinneren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	tsne.30	9	18	11
mcquitty	0.06807392336989053	0.05007967021308525	0.05770657546832599	herinneren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	tsne.50	1	10	1
mcquitty	0.04758368017288547	0.07219566732336595	0.05736106625377292	herinneren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	mds	5	4	2
single	0.03227186283440072	0.24089001739178723	0.05691840745134009	herinneren.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	tsne.20	10	17	12
single	0.03319505253388956	0.17561924406969487	0.05583611972625273	herinneren.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	8	58	13
single	0.030552627490456223	0.28566807982851394	0.055201384519772766	herinneren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds	18	6	14
single	0.029861328275118677	0.27920440924914647	0.053952370050690354	herinneren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	20	7	15
