met	homogeneity	completeness	vmeasure	model	technique	homogeneity_rank	completeness_rank	vmeasure_rank
ward.D2	0.1851871352947407	0.16850227031035306	0.17645115875636463	haken.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.50	1	1	1
complete	0.1674242601876977	0.1634464113487777	0.16541142418775245	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	1	1	1
mcquitty	0.1612950288057743	0.1523630060065541	0.15670183904241924	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	1	1	1
complete	0.15999483196004977	0.15133402548310287	0.1555439619433805	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.10	2	2	2
mcquitty	0.15589283623250239	0.14977975433789442	0.1527751681651965	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30	2	2	2
ward.D2	0.15308928594618268	0.13869590128333753	0.14553759012054632	haken.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	2	2	2
average	0.1477164611601194	0.1431668492329267	0.14540607569101605	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.10	1	8	1
average	0.1454331044583956	0.14291313753914342	0.14416210952653719	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.10	2	9	2
average	0.14183855286949248	0.14519719309622187	0.14349822305365645	haken.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30	3	7	3
mcquitty	0.13587808166635731	0.14819853311329234	0.14177113734491634	haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.20	5	3	3
complete	0.14936059096201448	0.13487382332194597	0.14174802869962655	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	3	3	3
ward.D2	0.14778866306501817	0.134058067838214	0.14058891196216428	haken.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30	3	3	3
single	0.11362446613088147	0.18273818789795457	0.14012243958113227	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30	2	200	1
ward.D	0.1451057379861588	0.13522448917403346	0.1399909634731379	haken.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.50	1	1	1
single	0.11481749969888272	0.17806523187995224	0.13961222361964168	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.20	1	211	2
average	0.1414711529900725	0.13713615210071878	0.13926992724033846	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	4	15	4
mcquitty	0.1446702284450463	0.13053017037743772	0.13723693459947056	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30	3	7	4
mcquitty	0.14385431193309692	0.1304650673514345	0.13683293206696215	haken.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	tsne.20	4	8	5
