cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/punct			-0.8961849	2	142029
"""/punct"	-0.09762357	62.0	-0.13056919	149	4844510
$100/num	7.015879	1.0	6.1131697	1	63
&/name	0.9761982	2.0	0.07418706	2	52896
&Financial/name	10.457898	1.0	9.542306	1	2
'/punct	-0.25122106	30.0	-0.55353385	55	2720890
's/det			0.9343221	1	11206
(/punct	-1.361147	10.0	-0.568804	54	2759129
)/punct	-0.8697389	16.0	-0.67728746	48	2758869
*/tag	0.20191471	2.0	0.035948746	4	117193
,/punct	0.086966924	283.0	-0.11556548	574	18092245
--/name			3.934484	1	552
--/punct	-0.078496955	1.0	1.241081	9	75440
-/punct	-0.5159387	9.0	-0.3588491	26	1059446
.../punct	-0.38118613	1.0	-1.2861146	1	103573
./punct	0.2227037	497.0	0.055981938	1046	28225482
1,1/num			1.8826278	1	4322
1,3/num			2.2854357	2	5767
1,4/num			2.4501586	2	4888
1,6/num			1.7742698	1	4810
1/noun	0.013284517	1.0	-0.19302672	2	69141
10,7/num			4.1236534	1	460
10.500/num			4.688325	1	264
10/noun			0.28501546	1	21393
10/num			-0.475825	2	91258
100/num	0.479341	1.0	0.26839378	2	43355
101,5/num			7.2223725	1	21
11.700/num			7.078453	1	24
11/name			2.1401062	2	6645
11/noun			-0.2592649	1	36830
11/num			-0.36082003	1	40771
110/num	2.4384706	1.0	1.5335416	1	6110
115/num	3.1195383	1.0	2.2139838	1	3091
12.000/num			2.1322918	1	3362
12.500/num			3.2018588	1	1154
120/num	1.6993976	1.0	1.487343	2	12795
13,6/num			4.2498813	1	404
13/num			0.3472305	2	40176
132/num	3.8033433	1.0	2.8948448	1	1560
140/num			2.584793	3	6410
141/num			3.1700535	1	1187
15/num			-0.8581045	1	66844
150/num			0.23980378	1	22300
17/num			-0.29508695	1	38139
170/num	2.8895836	1.0	1.9861528	1	3896
173/num			4.2792273	2	784
18/num			0.22553477	2	45254
19/name			2.2419853	1	3005
190/num			2.611787	1	2080
1990/noun	2.3575852	2.0	1.4479659	2	13235
1991/noun			0.63749284	1	14872
1992/noun			0.53164315	1	16536
1995/noun	1.6500759	2.0	0.7404944	2	26842
1996/noun			-0.05648536	1	29771
1997/noun	0.65307844	1.0	0.4368834	2	36388
1998/noun	1.4084556	3.0	1.3468671	7	51305
1999/noun	1.318412	3.0	0.921997	5	56174
2,00/num			5.3357496	1	135
2,5-/num			7.9328685	1	10
2.000/num	2.304225	1.0	2.4982297	3	7000
2.500/num			1.8397727	1	4511
2/num			-1.3740977	1	111933
20/noun			-0.3184526	1	39184
20/num	-0.11725258	1.0	0.07639123	3	78788
200/num			-0.016824864	1	28826
2000/num	1.5818338	1.0	1.3749081	2	14445
2001/noun	1.3376901	3.0	0.94415075	5	55236
2002/noun	0.30390745	1.0	1.0094779	5	51756
2003/noun			-0.25420564	1	36639
2004/noun			0.77140146	2	26354
2005/noun			0.58348954	1	15874
2008/noun			2.908248	2	3106
2015/noun			3.1664724	1	1195
204,6/num			8.038229	1	9
21/num	0.6418222	1.0	-0.26293573	1	36979
23,4/num			5.3205953	1	139
23,53/num			8.038229	1	9
23/num			-0.16051912	1	33360
24/num			0.32168016	2	41130
25.000/num			1.3802606	1	7167
25/num	-0.013134203	1.0	-0.9176386	1	71011
26/num			0.05282198	1	26958
29/num			0.31109026	1	20852
291/num			4.910494	1	208
295/num			4.832213	2	456
3,5/num			1.2352046	1	8242
3/num	-0.3203194	1.0	-1.2274674	1	96814
30/num			-0.7118796	1	57761
300/num			0.43960673	1	18263
31/num			0.43041417	1	18484
312/num			4.2770286	1	397
32/num	1.194924	1.0	0.98293036	2	21246
33/num			0.4132003	1	18802
334,2/num	10.457898	1.0	9.542306	1	2
34/num			1.1708356	2	17620
363/num			5.347551	2	268
38,6/num			5.3861613	1	130
3L/noun			7.750547	1	12
4,5/num			1.5817295	1	5819
4.000/num	2.8771348	1.0	1.9732299	1	3946
4/num			-0.3864616	2	83383
40.000/num			1.539495	1	6106
40/num			-0.3670255	1	40859
400/num			0.58430004	1	15791
440/num	4.362355	1.0	3.4588895	1	894
450/num			1.691151	1	5237
470/num			4.4212484	2	680
49/num			1.0370388	1	10068
5,07/num			6.723908	1	35
5,9/num			3.9871688	2	1050
5.000/num			1.2813287	1	7886
5.200/num			4.5935464	1	288
50.000/num			1.2073846	1	8497
50/num			0.14785005	2	48857
500/num			1.346198	3	22123
52,10/num			8.156012	1	8
52,8/num			6.278457	1	54
52-jarige/adj			3.0937333	1	1299
52/num	1.7852732	1.0	0.88078326	1	11745
580/num	4.969477	1.0	4.7554398	2	485
6-jarigen/adj			6.17501	1	58
6.250/num			5.6628065	1	99
6.700/num			5.459697	1	121
6/num			-0.09796341	2	62429
60/num			-0.17647846	1	33710
600/num			1.7725897	2	9639
61/num			1.9862639	2	7781
64/num			1.1635938	1	8858
67/num	2.1454103	1.0	2.3378224	3	8183
68/num			1.2503337	1	8098
6800/num			5.8064237	1	86
7,5/num	2.801502	1.0	1.8975903	1	4254
7.000/num	3.3166533	1.0	2.4113674	1	2550
70/num			-0.04436737	1	29500
700/num	2.3051064	1.0	2.5004134	3	7005
78/num	2.2013235	1.0	1.2959446	1	7746
8,5/num	3.555784	1.0	2.6525366	1	1997
8/num			-0.6173844	1	52574
800/num	2.6395562	2.0	1.7341813	2	10005
84/num			2.1909313	2	6320
85/num			0.80434024	1	12632
850/num			2.8374324	1	1666
896/num	7.1505537	1.0	6.2464695	1	55
9,7/num			3.9647486	1	543
9/noun			0.3355673	1	20345
90/num			0.9345071	2	22181
95/num			1.4229746	1	6806
950/num			3.4253662	1	928
97/num	3.1419733	1.0	2.234517	1	3019
:/punct	-0.7984536	14.0	-0.90815014	31	2182842
;/punct	-1.2298293	3.0	-1.6314478	5	715025
?/punct	-0.5155342	7.0	-0.27850157	22	826450
A./name			0.20209394	1	23202
ABB/name	4.3406277	1.0	3.4416509	1	925
ABN/name			1.8377647	3	13732
ABVV/name			2.2749205	1	2937
ABVVandapos;er/noun	11.151046	1.0	10.235454	1	1
ABX/name	5.5330935	5.0	5.09892	8	1391
ACV/name			1.9834635	1	3952
ACV_Transcom/name	6.5919194	1.0	5.6810503	1	96
AG/name	3.961689	1.0	3.06518	1	1374
ANP/name			1.9926839	1	4420
AOM/name			5.301339	1	141
AP/name	1.9813188	1.0	1.147275	1	11649
AWW/name			4.207416	1	429
A_merk/noun			4.3533854	1	363
A_team/noun			4.6528974	1	270
Aalst/name	0.98133576	1.0	0.08981801	1	26544
Achmea/name			3.1084824	1	1299
Ackermann/name			4.583842	1	290
AdValvas/name	7.3374624	2.0	6.43548	2	92
Adam/name			1.888918	1	4284
Adriaan/name	3.1522481	1.0	2.2495267	1	3017
Adtranz/name			5.4220505	1	128
Adviesbureau/name			5.3335176	1	142
Aer/name	6.235637	1.0	5.349248	1	140
Affligem/name	3.1422641	1.0	2.2556522	1	3066
Afrikaans/adj	1.4332552	1.0	0.5265614	1	16737
Agentschap/name			3.2339802	1	1112
Agfa-Gevaert/name	4.1420884	1.0	4.3506002	3	1138
Agfa/name			3.6902473	2	1437
Agnelli/name			3.9782648	1	528
Agrigel/name			8.521655	1	6
Agro/name	6.2616367	1.0	5.36408	1	137
Ahold/name	1.96446	1.0	1.0592284	1	9948
Air/name	1.8907014	1.0	1.6822032	2	10646
Airbus/name			2.284211	1	2923
Airlines/name			2.7298236	3	5654
Airways/name	4.529673	5.0	3.8158658	6	3823
Ajax/name			-0.4745	1	45888
Aken/name	3.2529595	1.0	2.3495224	1	2712
Akzo/name	2.9942126	1.0	2.093201	1	3568
Akzo/noun			7.3423076	1	19
Al-Qaeda/name	2.8353567	1.0	1.9304514	1	4136
Al/det	3.3423162	1.0	2.4335508	1	2474
Alcatel/name	4.462795	3.0	4.411204	7	2464
Alcatel_Bell/name	8.317832	1.0	7.4022403	1	17
Alcatelvestiging/noun			9.542306	1	2
Aldi/name	3.6433554	1.0	2.7409954	1	1842
Alexander/name			1.0986142	1	9460
Aliki/noun			10.235454	1	1
Allianz/name	4.308896	1.0	4.5123043	3	954
Amerika/name			0.20822503	2	45923
Amerikaan/noun			0.011393436	2	56013
Amerikaans/adj	0.60530174	6.0	0.5504284	14	231449
Amro/name			1.9119623	3	12717
Amsterdam/name			-0.93472576	2	146502
Amtrak/name	6.322732	1.0	6.1099334	2	128
An/name			1.5448617	1	6063
Anderlecht/name	1.3241926	2.0	0.42473787	2	37583
André/name			0.21165045	1	23199
Angelsaksisch/adj			2.7117019	1	1867
Antwerpen/name	0.35712364	2.0	0.16491073	4	98965
Antwerps/adj			-0.42062646	1	43848
Arantes/det			7.4849825	1	16
Ardenne/name			3.8234708	1	620
Argentijns/adj	2.8436942	2.0	2.635733	4	8234
Argentinië/name	2.5118117	2.0	2.0144315	3	11441
Asscherickx/name			7.2150283	1	21
Assels/name	6.5384035	1.0	5.6464124	1	102
Associated/name			3.684516	1	719
