_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
diskwalificeren.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.2538326898670862	-0.23017556248747123	LEMMAPATH2	NA	NA	LEMMAPATH	461	no	NA	NA	5000	all	224	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.2495851714184525	-0.16381936771760133	LEMMAPATH2	NA	NA	LEMMAPATH	461	no	NA	NA	5000	nav	224	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.2105989075209642	-0.28666064127368784	LEMMAPATH2	NA	NA	LEMMAPATH	461	no	NA	NA	FOC	all	224	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.2425226395135045	-0.29750558835661506	LEMMAPATH2	NA	NA	LEMMAPATH	461	no	NA	NA	FOC	nav	224	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.8645602284271381	0.12441033815713028	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	5000	all	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.8664164133959112	0.18104996112439944	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	5000	nav	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.914604423420292	-0.00285490773957083	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	FOC	all	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9417037410311184	-0.0057380422924269104	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	FOC	nav	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.854859716658658	0.4259268355894747	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	5000	all	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.8920668502517776	0.5096788756152908	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	5000	nav	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-0.9041802190731008	0.388027860347424	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	FOC	all	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.9455902545706668	0.4349875688341851	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	FOC	nav	223	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-1.1202279314328718	-0.6542651375287308	LEMMAPATH3	NA	NA	LEMMAPATH	679	no	NA	NA	5000	all	218	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-1.0969692573039456	-0.5715018822485078	LEMMAPATH3	NA	NA	LEMMAPATH	679	no	NA	NA	5000	nav	218	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.9499879338199064	-0.6221940248670127	LEMMAPATH3	NA	NA	LEMMAPATH	679	no	NA	NA	FOC	all	218	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.9131282000883468	-0.6054207326805883	LEMMAPATH3	NA	NA	LEMMAPATH	679	no	NA	NA	FOC	nav	218	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.6303657173418473	-0.17241457756443276	LEMMAPATH3	NA	NA	LEMMAPATH	389	selection	NA	NA	5000	all	217	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
diskwalificeren.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.6203004329672009	-0.10496483189126858	LEMMAPATH3	NA	NA	LEMMAPATH	389	selection	NA	NA	5000	nav	217	1	diskwalificeren.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
