_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
gemeen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-0.4550926026909859	-1.8420439115997085	LEMMAPATH2	NA	NA	LEMMAPATH	369	no	NA	NA	5000	all	295	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-0.489852408472411	-1.9188606882045731	LEMMAPATH2	NA	NA	LEMMAPATH	369	no	NA	NA	5000	nav	295	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-0.6820544929087125	-1.3950966639333091	LEMMAPATH2	NA	NA	LEMMAPATH	369	no	NA	NA	FOC	all	295	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-0.7728736453104224	-1.419911377594862	LEMMAPATH2	NA	NA	LEMMAPATH	369	no	NA	NA	FOC	nav	295	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-0.5779054819972569	-1.2546130579244277	LEMMAPATH2	NA	NA	LEMMAPATH	268	selection	NA	NA	5000	all	289	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-0.6363311838663958	-1.3440413732118517	LEMMAPATH2	NA	NA	LEMMAPATH	268	selection	NA	NA	5000	nav	289	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.7784967044371566	-1.0955935743989471	LEMMAPATH2	NA	NA	LEMMAPATH	268	selection	NA	NA	FOC	all	289	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8497171417905119	-1.135513245748891	LEMMAPATH2	NA	NA	LEMMAPATH	268	selection	NA	NA	FOC	nav	289	1	gemeen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
gemeen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.8795141649347512	-0.6676160007550241	LEMMAPATH2	NA	NA	LEMMAPATH	268	weight	NA	NA	5000	all	289	2	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
gemeen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.9800914260873348	-0.703455383393717	LEMMAPATH2	NA	NA	LEMMAPATH	268	weight	NA	NA	5000	nav	289	2	gemeen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall
