cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!/punct			1.7504191	1	912
!./name			2.4248953	1	458
!/name			-0.61872214	2	19257
!/punct	-0.78097063	5.0	-0.34909683	19	142029
"""/punct"	-0.29166612	281.0	-0.3034779	689	4844510
&/name			-1.6300167	2	52896
&/punct	0.4657364	1.0	-0.43337554	1	8058
'/punct	-0.6040911	116.0	-0.5480431	304	2720890
'78/noun			3.0593994	1	241
'81/num			4.75734	1	44
'90/num			1.2884518	1	1406
'97/name	4.7356896	2.0	3.8332725	2	224
'99/noun	1.6355821	1.0	0.7261011	1	2518
'99/num			1.9434242	1	757
's/adv	-0.49195933	3.0	-0.10222886	11	62265
's/det			-0.7698816	1	11206
(/punct	-0.44901407	137.0	-0.28564087	394	2759129
)/name			1.0564208	1	1772
)/punct	-0.55179983	121.0	-0.25624007	402	2758869
)/tag	1.1747779	1.0	0.26929718	1	3950
****/num	3.1719627	1.0	2.2757876	1	555
***/num			2.0571275	3	2003
**/num	3.204776	1.0	2.307979	1	530
*/tag	0.36845407	13.0	0.20354722	26	117193
*Informatie/noun			4.1245303	1	86
*oordeel/noun			4.326557	1	67
+/num			1.8461381	1	804
+/prep			-1.0838789	1	15336
+3_pas/noun			4.67052	1	48
,/name			-1.5818057	1	24958
,/punct	-0.092854306	1301.0	-0.16170703	3013	18092245
--/punct	0.007999693	6.0	-0.17544064	12	75440
-/punct	-0.074620694	77.0	-0.15066536	176	1059446
-0,0464/num			8.53125	1	1
-25/num			3.8931284	1	104
-26/num			4.8884144	1	39
-30%/num			7.144955	1	4
-bestaande/noun			8.53125	1	1
-tekening/noun			7.144955	1	4
............/num			4.5367255	1	55
.../punct	-0.98783666	3.0	-0.68773323	10	103573
../punct	0.878348	1.0	-0.02560643	1	5416
./punct	0.21613446	2717.0	0.13054739	6195	28225482
//name	0.0046084193	1.0	-0.8613789	1	13088
//punct	-1.2606561	1.0	-0.5384932	5	45910
0,11/num			3.9503722	1	99
0,15/num			2.5111976	1	417
0,5/num			0.40729168	1	3424
0-0/noun	1.2168051	1.0	0.3099186	1	3803
0-1/num			-1.4331801	1	21461
0-2_voorsprong/noun			3.4353545	1	165
00-33130837888/num	9.445783	1.0	8.53125	1	1
00-49302970/3029719843/num			8.53125	1	1
010-4045425/num	8.752636	1.0	7.8381023	1	2
010-4364222/num	8.19302	1.0	7.2784867	1	4
013/55.44.20/num			8.030475	1	2
015-215-547/num	9.915787	1.0	9.1290865	1	1
015-2150549/name	7.8363447	1.0	6.9218116	1	5
02-208.02.22/num			7.8381023	1	2
02-414.29.07/num	6.425358	1.0	5.525567	1	21
02-526.28.20/num			8.53125	1	1
02-773.05.92/num	8.752636	1.0	8.000622	1	2
02/219.48.43/num			8.53125	1	1
02/475.47.71/num			8.53125	1	1
02/513.41.04/num			6.7067003	1	7
02/513.45.10.Dit/noun			8.53125	1	1
02/513.77.44/num	9.445783	1.0	8.53125	1	1
02/515.20.00/num			6.4393854	1	9
02/520/name			8.53125	1	1
020-6269945/num			5.111885	1	31
0228317853/num			9.1290865	1	1
023/num			4.826251	1	42
024-3297070/num	7.366341	1.0	6.451808	1	8
024-3823110/num			6.2488675	1	10
0294-261325/num	8.752636	1.0	7.8381023	1	2
03-480.36.30/num	6.880833	1.0	6.06315	1	15
03/204.12.00/num			8.53125	1	1
03/710.12.26/num			8.000622	1	2
030-2535455/name	8.960275	1.0	8.092995	1	2
030-2535455/num	7.39809	1.0	6.5433755	1	8
050-54.74.30/num			8.53125	1	1
050/42.31.62/num			6.4393854	1	9
051/22.88.27/num			8.53125	1	1
053-4825060/num	9.445783	1.0	8.53125	1	1
055-21.43.32/num			8.53125	1	1
056-22.46.42/num	8.960275	1.0	8.092995	1	2
059/55/num			7.8634205	1	2
0600/num	8.347171	1.0	7.4494443	1	3
078/78.11.11/num			8.53125	1	1
09-223.00.00/num			4.7688875	1	50
09-267.28.28/num			3.2969377	1	210
0900-20506/num	9.445783	1.0	8.53125	1	1
0900-260/num	8.157928	1.0	7.4494443	1	4
0900-26060/num			3.4138548	1	176
0900-278.79/num			8.53125	1	1
0900.866/num			8.53125	1	1
0900/10.007/num			8.53125	1	1
0900/10.321/num			6.756297	1	6
1,08/num			3.1746633	1	215
1,1589/num			7.8381023	1	2
1,2/num			-0.36235735	1	7412
1,24/num			2.4309309	1	454
1,25/num	1.7260422	1.0	0.82268184	1	2265
1,3/num			-0.11191514	1	5767
1,4/num			0.7459549	2	4888
1,6/num	1.6655841	2.0	1.4563605	4	4810
1,8/num	0.960364	1.0	0.05742339	1	4868
1,83/num	4.9841943	2.0	4.079522	2	174
