measure	globqual	meanclassqual	classqual_gekleurd_1	classqual_gekleurd_2	classqual_gekleurd_3	model	technique
DR	1.3674638907790748	1.4643774972733203	1.3023898107871454	1.265759975156358	1.8249827058764576	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.10189217221502359	0.10422420884613626	0.11001539313114075	-0.053158483050506425	0.25581571645777446	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.728605818066013	0.5716785709959386	0.8645729161250236	0.4114032708262091	0.4390595260365829	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7456147376852222	0.6145294515543128	0.8559351476548929	0.531934731934732	0.45571847507331376	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.2813741357436876	1.4133029179681325	1.1829777831493684	1.2974445957450478	1.7594863750099814	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.04426126621843024	0.05170709339396943	0.04715895380145575	-0.08793505412986459	0.19589738051031713	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7223147790325345	0.5807727686210618	0.8445430041170704	0.4426461049844667	0.455129196761648	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7525830997196635	0.6433994925468112	0.8450492182976259	0.5655011655011655	0.5196480938416422	gekleurd.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.4516102771449473	1.6535046341698496	1.2899363800403867	1.6509522561272856	2.0196252663418766	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.1102518128961021	0.15761433265049254	0.07595476585201731	0.09984101169564837	0.297047220403812	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7662125597371195	0.6533622627499928	0.8632847528933064	0.5492102200025265	0.5475918153541453	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7975971165398478	0.6910498354919969	0.8866242038216561	0.634032634032634	0.5524926686217009	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.2415773824608816	1.4087078887734281	1.106479460598934	1.4264775159032013	1.6931666898181492	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.021029016515720204	0.08165021638576928	-0.10096597241746544	0.04433195645695199	0.3015846651178213	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.7024108656399544	0.5751095294908085	0.8106949416730868	0.47681470085193894	0.43781894594739995	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7203043652382859	0.6023289907818364	0.8179502026635784	0.5538461538461539	0.4351906158357771	gekleurd.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.2336033659878878	1.3555276457003487	1.154880236240539	1.0561229078512748	1.8555797930092321	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.037001065317615045	0.041350580246476136	0.05227748695372301	-0.2541656864990956	0.325939940284801	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7171250866333663	0.561496038937228	0.853916623151163	0.37184606594567576	0.4587254277148452	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7466559871846216	0.6187398155345556	0.8567458019687318	0.49976689976689975	0.4997067448680352	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.4318770616164664	1.5562301455418381	1.358950544515818	1.1348651053192282	2.1748747867904683	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.09455411858159127	0.08262453560313668	0.12751699065699654	-0.2859297144815075	0.406286330633921	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7392644992528667	0.6045043259659905	0.8602856949722485	0.39976768113254196	0.553459601793181	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7759711653984782	0.6682711804552774	0.8684423856398379	0.5715617715617716	0.5648093841642229	gekleurd.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.5016855656455186	1.6691747229892333	1.3894457490602565	1.3224012227427102	2.2956771971647334	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.12988410584964713	0.1241122607171967	0.15431539991608675	-0.1878110760320409	0.40583245826754427	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7753653813869738	0.6595668766992642	0.8770235651179212	0.5204066046191769	0.5812704603606943	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7956748097717261	0.6869031067099692	0.8847712796757383	0.6568764568764569	0.5190615835777126	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
DR	1.133963451999669	1.2599849541503672	1.0381805260737427	1.1775445728311464	1.5642297635462126	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.047392378394506114	0.05802229187278678	-0.12926700519845144	0.01668745191035279	0.28664642890645897	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6918080926449405	0.5622411330959431	0.7976864118965051	0.5304404691898905	0.3585965182014338	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7172607128554265	0.6038250724916021	0.8081065431383903	0.6051282051282051	0.39824046920821116	gekleurd.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	tsne.30
DR	1.3173084849462362	1.4277945268213692	1.2425058418194446	0.9795924721696246	2.0612852664750387	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.06878082928175087	0.065015437428377093	0.08940047960490648	-0.30521068684486097	0.4108565195250858	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7352815097363093	0.6030826289401761	0.858845700292282	0.4127258584745564	0.5376763280536898	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7608216051730696	0.6440285974686693	0.8688232013385387	0.5006651884700665	0.5625974025974025	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.3346571376655756	1.441582423343606	1.259213443263583	1.0729301188758789	1.992603707891356	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.07556186083845251	0.06410606785588027	0.09955839298002439	-0.23588778098673355	0.32864759157435	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.7245900429984165	0.5808827788435679	0.8606815874896534	0.33618088322854417	0.545785865812506	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7492582731076455	0.6485414371154308	0.8423870607919688	0.5250554323725055	0.5781818181818181	gekleurd.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	tsne.30
DR	1.1843525803207742	1.2122425691855478	1.158050175093304	1.2573957533732654	1.2212817790900738	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.0036460375016145923	0.011349879250406564	-0.0024985074125348115	-8.756826705764581e-5	0.03663571343081215	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.6896064047301339	0.5224718801279565	0.8381780885449265	0.44493133055266487	0.2843062212862783	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.7469760365157855	0.6317861758172996	0.8476296709425544	0.6155210643015521	0.4322077922077922	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	tsne.30
DR	1.0387792742680149	1.1249083154577173	0.9692641741432821	1.0145098561091872	1.3909509161206826	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.09174725698463825	-0.019314746095244556	-0.14886054990865966	-0.1408992818365708	0.2318155934594968	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6290770147573733	0.4513237183410076	0.7893543651013539	0.3205095613721855	0.24410722854948344	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
kNN	0.6737162419170787	0.5448899028548886	0.78505298382599	0.5529933481152993	0.2966233766233766	gekleurd.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	tsne.30
DR	1.1630972018490446	1.1415215334229218	1.1850816761961616	0.9849956460214334	1.2544872780511707	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SIL	0.037555306161576686	0.0198509732892327	0.05614285964232209	-0.12173578484434036	0.12514584506971638	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.6783756721238215	0.43295348353170016	0.8649992298453095	0.17524974200047613	0.2586114787493147	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7107678729037952	0.5151835818502485	0.858008658008658	0.34545454545454546	0.3420875420875421	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.2150429640585219	1.2616792018402512	1.1823185206444657	1.2449225539318554	1.3577965309444322	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.05134667342096772	0.02845720408482058	0.07147672177171309	-0.06096508375133734	0.074859974234086	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6670728165240817	0.48471580175516465	0.806630695720417	0.27186735506849014	0.37564935447658687	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7195939982347749	0.5682768730387777	0.8327767470624613	0.45454545454545453	0.4175084175084175	gekleurd.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	tsne.30
DR	1.4813265346103213	1.6891816627052512	1.3391726970593056	1.5257655606968337	2.202606730359614	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.115617248275263	0.13308432905357223	0.11128965297616976	-0.06348717315510836	0.35145050733965527	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7619987168009303	0.6245489537661012	0.8641719571970201	0.5365271084590086	0.47294779564227485	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
kNN	0.78693733451015	0.6605729918229918	0.8805194805194805	0.5880681818181818	0.5131313131313131	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	tsne.30
DR	1.088364606830558	1.1695916385153038	1.0285122109715903	1.2089441941529004	1.2713185104214206	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SIL	-0.0684802460296963	0.02468020455059476	-0.1366358621129883	0.05805524056859672	0.15262123519617588	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
SCP	0.6682367280111018	0.48918127043036846	0.7978380492801539	0.458503430361728	0.21120233164922345	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
kNN	0.7030891438658429	0.5589566297899631	0.8051948051948051	0.5875	0.2841750841750842	gekleurd.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	tsne.30
DR	1.1341623586931768	1.205380491457316	1.0914854399255243	1.0046746583377868	1.5199813761086374	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SIL	-0.007578742970424214	-0.004541382605268215	6.131285723984852e-4	-0.25338889791369634	0.2391516215254932	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
SCP	0.7132971991723077	0.5047716016895724	0.8729925107997475	0.2587243993340647	0.38259789493490476	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
kNN	0.7297440423654016	0.5609280159875398	0.8556586270871985	0.4426136363636364	0.3845117845117845	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	tsne.30
DR	1.4161977946434554	1.4877000602430126	1.3707097251997848	1.3495747585787223	1.7428156969505308	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SIL	0.11336815735099834	0.062496861769533195	0.1569216861149447	-0.10780154456397943	0.13837044375763433	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
SCP	0.6924459945564249	0.5007393588963225	0.8392681575820431	0.27436157963524527	0.388588339471679	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
kNN	0.7302736098852604	0.5630500011452392	0.8561533704390847	0.41818181818181815	0.4148148148148148	gekleurd.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	tsne.30
DR	1.5353847999817765	1.8033243816098394	1.3401711436427097	1.8798913297447617	2.189910671442047	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SIL	0.12562276430594324	0.13955673105388236	0.11982474207168992	0.03904503661140902	0.2598004144785482	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
SCP	0.7860875372331549	0.6715612509140062	0.8724072794762128	0.5697395617699765	0.5725369114958292	gekleurd.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	tsne.30
