measure	globqual	meanclassqual	classqual_schaal_6	classqual_schaal_3	classqual_schaal_1	classqual_schaal_5	model	technique
DR	1.8657009455390487	1.583292942079627	1.3067486206352448	2.0696447671223606	1.8212581157057501	1.1355202648551523	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.18124530955921003	0.10831538943440441	0.03260540853374958	0.23919438248714575	0.2607683787313515	-0.09930661201462916	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.7845396167866325	0.5329895912491945	0.08763034742015618	0.9347484941544891	0.6931511826858808	0.4164283407362521	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8206692330470832	0.7060053586792816	0.6555023923444976	0.9101152368758002	0.7704545454545455	0.4879492600422833	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.8259904221830996	1.634135701932522	1.6020644704043114	1.9826084753682631	1.7351067859166778	1.2167630760408352	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.18667198864467485	0.13302360828751764	0.17866923081907407	0.2425217582233943	0.2283997699870099	-0.11749632587940778	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.7867269837120318	0.555563035641807	0.1876986576393412	0.9300839877347601	0.6946516602147327	0.40981783697839375	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8207284572105419	0.6951971419920062	0.661244019138756	0.9195049082373026	0.7323863636363637	0.46765327695560255	schaal.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.8109635743826054	1.7684485473461669	2.2763754769147324	1.9087914123447098	1.6426237691570877	1.246003530968137	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.1696045600140331	0.15191913450736153	0.35950701784788985	0.21753944972393718	0.2195481123343619	-0.18891804187674285	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.7843245433131435	0.5895399393484759	0.3006056887499282	0.9075911171577133	0.6990171052377988	0.4509458462484631	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.818596387326029	0.6913056747722715	0.6258373205741626	0.914041826717883	0.7238636363636364	0.5014799154334038	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	2.1917709392199525	1.6853305275014443	2.1713727769465883	2.6117765563483952	0.808385483839278	1.149787292871516	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.14742261766102174	0.028743761077489355	0.3026402948131082	0.26667135509636314	-0.20400485688530612	-0.2503317487142078	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8051311859486883	0.6442984031420803	0.5770688399593353	0.9300715434742511	0.7187783168899236	0.3512749122448114	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8103642286052709	0.6709787711423021	0.6038277511961723	0.9176269739650021	0.7392045454545455	0.4232558139534884	schaal.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.7895432096540906	2.2666061090655694	4.28705829443598	1.6522455935596925	1.6780761121960268	1.4490444360705792	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.15989209104305374	0.08808888738172346	0.5340781359523488	0.252099109835083	-0.3542372646775755	-0.0795844315829624	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8128892754403225	0.6792194178136132	0.6789474549588642	0.9144418145608132	0.5844638054625416	0.5390245962722336	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8306188925081434	0.7252034237247229	0.707177033492823	0.9113956466069142	0.7	0.5822410147991544	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.7962409629094855	2.2116305115830177	4.127768702202957	1.6892011892731118	1.5502023366022746	1.4793498182537272	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.187041856840105	0.15269327592702153	0.5966427464458143	0.25578706474059987	-0.1812937726601906	-0.06036293481813738	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8093307961885895	0.6628395795289396	0.6286065553933298	0.9177790837178896	0.5890672865165439	0.515905392487995	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8375481196328102	0.7364578656194054	0.7732057416267942	0.9223218096457533	0.7073863636363636	0.5429175475687104	schaal.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.0283289479014215	3.095748621622844	6.912058620224585	1.6354597915333036	1.9918666898785817	1.843609384854906	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.18139862899512543	0.1999530349417978	0.6868150981172365	0.22414485175702947	0.029418668397004247	-0.140566478504079	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8273418976130155	0.6988298220025871	0.7021044110620545	0.928590761187946	0.6558809412464327	0.5087431745139154	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8504589872668048	0.7660757815409948	0.8057416267942583	0.9220657276995305	0.7352272727272727	0.6012684989429176	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.0267434281907755	3.1728203013429	7.602982927613817	1.657433282383306	2.073357010803745	1.357507984570732	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.18101557028795948	0.19020409417929915	0.7589731462170518	0.2517974198399183	0.15759363491025155	-0.40754782425002506	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8092632654915687	0.7069853162399853	0.8596500621869516	0.9073790343493882	0.6164078394795497	0.44450432894405156	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8235119928931004	0.7242105641900063	0.7827751196172249	0.9099445155783183	0.6954545454545454	0.5086680761099366	schaal.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8591565114029676	2.5992907048782863	5.457939627967231	1.6078963957786796	1.674320757626542	1.6570060381406935	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.15193073454378095	0.11023476904376553	0.6037813646542799	0.22100882993478035	-0.4120480724374671	0.028196954023468945	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8034214723406677	0.6696845696737239	0.6772506056000624	0.902576046197742	0.5289474425788407	0.5699641843182505	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8298701298701299	0.7227032293660937	0.7129186602870813	0.9114698385726423	0.6778409090909091	0.588583509513742	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.866944903335146	2.5699206303027147	5.357202420261921	1.636115835710018	1.6554789095426339	1.6308853556962861	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.176531828834138	0.15906684881320862	0.6487903778246087	0.23155369416332894	-0.2715993319003626	0.02752265516525948	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8505217647468365	0.7598529800071544	0.766172303103827	0.9217480092837661	0.724071212021552	0.6274203956194725	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8425619834710744	0.7598245655198734	0.816267942583732	0.914018691588785	0.7170454545454545	0.5919661733615221	schaal.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.1667960814560794	3.6869718608616457	8.885192826172265	1.574649057939307	2.0733025508379814	2.2147430084970288	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.17437168751768298	0.21136029412182605	0.7118139007514632	0.20925728700372256	0.1224502993735604	-0.19808031064144194	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8288450078583035	0.7426134869217214	0.7599247391661972	0.8997492949617524	0.7331084571499575	0.5776714564089785	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8559031877213695	0.7772594796195751	0.8344497607655502	0.9256584536958369	0.7573863636363636	0.5915433403805497	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.8993385840960941	2.9034995775604155	6.850378132157521	1.573987520421796	1.7407667508310074	1.4488659068313383	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.15505956306207752	0.18084068792227453	0.7579857131618832	0.2096193716675283	0.09086439443395347	-0.3351067275742669	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7839412747922736	0.6645501740330432	0.763686694345733	0.8906762544615899	0.6205341951179495	0.3833035522069002	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.8080873671782762	0.687204525176033	0.7502392344497607	0.9103653355989805	0.634090909090909	0.454122621564482	schaal.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.8530577027882316	1.6292241763161708	1.4711350338137983	2.025483925150957	1.8511700031387186	1.1691077431612094	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.15671798358913552	0.12424816590995941	0.13229185209791566	0.19317560791866759	0.2657374973156297	-0.09421229369237528	schaal.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
