_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
huldigen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.4486047937827942	0.03925163464190107	LEMMAPATH2	NA	NA	LEMMAPATH	546	no	NA	NA	5000	all	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.4938057381581638	-0.02528879903685916	LEMMAPATH2	NA	NA	LEMMAPATH	546	no	NA	NA	5000	nav	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.3286581397299282	0.01674237225327892	LEMMAPATH2	NA	NA	LEMMAPATH	546	no	NA	NA	FOC	all	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.3635912409458275	0.00969195624389087	LEMMAPATH2	NA	NA	LEMMAPATH	546	no	NA	NA	FOC	nav	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.172237016058152	-0.25258796501754394	LEMMAPATH2	NA	NA	LEMMAPATH	345	selection	NA	NA	5000	all	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.202890886665442	-0.3403530875378636	LEMMAPATH2	NA	NA	LEMMAPATH	345	selection	NA	NA	5000	nav	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.993778969169791	-0.3303063123154646	LEMMAPATH2	NA	NA	LEMMAPATH	345	selection	NA	NA	FOC	all	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9925349980042986	-0.38677706214531415	LEMMAPATH2	NA	NA	LEMMAPATH	345	selection	NA	NA	FOC	nav	225	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-0.36870880959049646	-0.9081548798126244	LEMMAPATH2	NA	NA	LEMMAPATH	345	weight	NA	NA	5000	all	225	2	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
huldigen.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-0.33039405707880254	-1.0017433279626555	LEMMAPATH2	NA	NA	LEMMAPATH	345	weight	NA	NA	5000	nav	225	2	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
huldigen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-0.3834554636658325	-0.914275745136096	LEMMAPATH2	NA	NA	LEMMAPATH	345	weight	NA	NA	FOC	all	225	2	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
huldigen.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-0.318708792180731	-1.0581788496300248	LEMMAPATH2	NA	NA	LEMMAPATH	345	weight	NA	NA	FOC	nav	225	2	huldigen.LEMMAPATHweight.PPMIweight.LENGTH5000.SOCPOSall
huldigen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-1.374032201482695	0.4476240825894252	LEMMAPATH3	NA	NA	LEMMAPATH	767	no	NA	NA	5000	all	214	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-1.3454520578332834	0.3873660107031622	LEMMAPATH3	NA	NA	LEMMAPATH	767	no	NA	NA	5000	nav	214	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-1.1582609698600723	0.4094046229293308	LEMMAPATH3	NA	NA	LEMMAPATH	767	no	NA	NA	FOC	all	214	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
huldigen.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-1.0968061057002605	0.3630177629223694	LEMMAPATH3	NA	NA	LEMMAPATH	767	no	NA	NA	FOC	nav	214	1	huldigen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall
