_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
haten.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSall	-1.1773694667691332	-0.8488565050954819	LEMMAPATH2	NA	NA	LEMMAPATH	449	no	NA	NA	5000	all	224	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIno.LENGTH5000.SOCPOSnav	-1.19009883952549	-0.8847016591707215	LEMMAPATH2	NA	NA	LEMMAPATH	449	no	NA	NA	5000	nav	224	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSall	-1.1052238753601158	-0.4532338991959328	LEMMAPATH2	NA	NA	LEMMAPATH	449	no	NA	NA	FOC	all	224	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIno.LENGTHFOC.SOCPOSnav	-1.0241092116565218	-0.42870795380067006	LEMMAPATH2	NA	NA	LEMMAPATH	449	no	NA	NA	FOC	nav	224	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSall	-1.0955206352832434	-0.3501741974933221	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	5000	all	222	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIselection.LENGTH5000.SOCPOSnav	-1.0874939204594425	-0.3710367052469179	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	5000	nav	222	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSall	-0.9532286525243592	-0.01356843141187443	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	FOC	all	222	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.9160981802689828	-0.00351260160215458	LEMMAPATH2	NA	NA	LEMMAPATH	296	selection	NA	NA	FOC	nav	222	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSall	-1.347876262710562	0.4909343767361583	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	5000	all	222	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
haten.LEMMAPATH2.PPMIweight.LENGTH5000.SOCPOSnav	-1.3470526390919886	0.492928449740756	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	5000	nav	222	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
haten.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSall	-1.0992970959282604	0.7782397119643357	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	FOC	all	222	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
haten.LEMMAPATH2.PPMIweight.LENGTHFOC.SOCPOSnav	-1.075306425919731	0.8267666216524286	LEMMAPATH2	NA	NA	LEMMAPATH	296	weight	NA	NA	FOC	nav	222	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
haten.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSall	-0.12826262687336462	-1.0783214604922706	LEMMAPATH3	NA	NA	LEMMAPATH	621	no	NA	NA	5000	all	192	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIno.LENGTH5000.SOCPOSnav	-0.10495155358263722	-1.0371917713950765	LEMMAPATH3	NA	NA	LEMMAPATH	621	no	NA	NA	5000	nav	192	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSall	-0.2368919237621706	-0.6872518944754803	LEMMAPATH3	NA	NA	LEMMAPATH	621	no	NA	NA	FOC	all	192	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIno.LENGTHFOC.SOCPOSnav	-0.22767475975519216	-0.6419511270129897	LEMMAPATH3	NA	NA	LEMMAPATH	621	no	NA	NA	FOC	nav	192	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSall	-0.3670069603837646	-0.4179821485656127	LEMMAPATH3	NA	NA	LEMMAPATH	345	selection	NA	NA	5000	all	191	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIselection.LENGTH5000.SOCPOSnav	-0.32155081596673224	-0.41300871416127977	LEMMAPATH3	NA	NA	LEMMAPATH	345	selection	NA	NA	5000	nav	191	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	-0.3586617276560757	-0.1828185016361042	LEMMAPATH3	NA	NA	LEMMAPATH	345	selection	NA	NA	FOC	all	191	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2946557079342728	-0.14446190545150506	LEMMAPATH3	NA	NA	LEMMAPATH	345	selection	NA	NA	FOC	nav	191	1	haten.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall
haten.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSall	-0.607819628869754	0.24069230348691045	LEMMAPATH3	NA	NA	LEMMAPATH	345	weight	NA	NA	5000	all	191	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
haten.LEMMAPATH3.PPMIweight.LENGTH5000.SOCPOSnav	-0.5729736960414104	0.24262217343663747	LEMMAPATH3	NA	NA	LEMMAPATH	345	weight	NA	NA	5000	nav	191	2	haten.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall
