_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
heilzaam.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.40180438383306954	-0.4484982771319195	NA	NA	BOW	bound	444	lex	10_10	1	weight	5000	5000	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-1.0006566912883275	-0.6376541499420231	NA	NA	BOW	bound	444	lex	10_10	1	weight	5000	5000	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.29527997778302084	-0.4567360234911048	NA	NA	BOW	bound	444	lex	10_10	1	weight	FOC	351	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.31104678531149343	-0.437507559054791	NA	NA	BOW	bound	444	lex	10_10	1	weight	FOC	444	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.002547521458140375	-0.6407941402131226	NA	NA	BOW	bound	444	lex	10_10	1	selection	5000	5000	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.5437505183993888	-1.0449724879399156	NA	NA	BOW	bound	444	lex	10_10	1	selection	5000	5000	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.08450629332234214	-0.5684121020952223	NA	NA	BOW	bound	444	lex	10_10	1	selection	FOC	351	nav	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	0.074742402063474	-0.5789301047020068	NA	NA	BOW	bound	444	lex	10_10	1	selection	FOC	444	all	4_4	233	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	0.3885232372807029	-1.1711987345162207	NA	NA	BOW	bound	879	lex	10_10	1	no	5000	5000	nav	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.034091365113386715	-2.0325797406345747	NA	NA	BOW	bound	879	lex	10_10	1	no	5000	5000	all	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	0.47745359184558067	-1.1176494185856722	NA	NA	BOW	bound	879	lex	10_10	1	no	FOC	670	nav	4_4	234	heilzaam
heilzaam.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	0.4752486608622745	-1.135266470733152	NA	NA	BOW	bound	879	lex	10_10	1	no	FOC	879	all	4_4	234	heilzaam
heilzaam.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.27175046594522734	-0.449902765205798	NA	NA	BOW	bound	547	all	10_10	1	weight	5000	5000	nav	4_4	235	heilzaam
